Complaint_ID,Complaint_Text,Category
SWG645752,Please take immediate action. Received food in damaged packaging. Very unhygienic condition.,Unhygienic Packaging
SWG517643,Very poor service quality. Received cold food after 2 hours delay. Pizza was like cardboard. Please ensure this doesn't happen again.,Cold Food Delivery
SWG146930,Please resolve this issue immediately. App freezes every time I try to add items to cart.,App Technical Issue
SWG216946,Extremely late delivery. Ordered lunch and received at dinner time.,Late Delivery
SWG736450,Customer support is not responding to my complaint emails.,Professional Support Agent
SWG826687,Unhygienic packaging with visible dirt and poor handling.,Unhygienic Packaging
SWG441288,Poor food quality with bad taste and smell. Seems like old ingredients used.,Food Quality Issue
SWG841746,Quality of food was disappointing. Items were not fresh at all.,Food Quality Issue
SWG479615,This ruined my entire meal experience. Provided clear address but delivery was attempted at wrong location. This is not what I expected from Swiggy.,Delivery Location Issue
SWG745270,This is unacceptable. Restaurant cancelled order citing unavailability after accepting it.,Order Cancellation
SWG120875,Food packaging was damaged and unhygienic. Found hair in the food. This is really disappointing.,Unhygienic Packaging
SWG687712,Wallet balance not updated after successful payment deduction.,Payment Issue
SWG953085,The order tracking is not working properly. I can't see where my order is. This is not what I expected from Swiggy.,Tracking Issue
SWG717457,This has happened multiple times. Sudden order cancellation after payment was successful. Need immediate refund. Please ensure this doesn't happen again.,Order Cancellation
SWG994141,I want a full refund for this. Extremely late delivery. Ordered lunch and received at dinner time.,Late Delivery
SWG321321,Very poor service quality. Unhygienic packaging with stains and poor quality containers. I hope this gets resolved soon.,Unhygienic Packaging
SWG789738,This is very frustrating. Unprofessional service from restaurant. They ignored special requests. I hope this gets resolved soon.,Restaurant Service Issue
SWG513224,The order status is not consistent. Shows different stages simultaneously.,Inconsistent Order Status
SWG586220,Restaurant service is very slow and unprofessional.,Restaurant Service Issue
SWG747033,Delivery boy didn't call properly and marked order as delivered without delivering.,Delivery Executive Issue
SWG226209,Refund initiated but money not credited to my payment method.,Refund Issue
SWG772844,Wallet balance not updated after successful payment deduction.,Payment Issue
SWG947684,I want a full refund for this. No response from restaurant despite multiple attempts to contact.,Non-Responsive Restaurant
SWG502099,I expect better service from Swiggy. Money debited but order not placed. Payment gateway issue.,Payment Issue
SWG184714,Sudden order cancellation after payment was successful. Need immediate refund. I am losing trust in Swiggy.,Order Cancellation
SWG680502,Received food in damaged packaging. Very unhygienic condition. This is not what I expected from Swiggy.,Unhygienic Packaging
SWG919304,Unhygienic packaging with visible dirt and poor handling.,Unhygienic Packaging
SWG107217,Payment deducted twice for the same order. Need immediate refund.,Payment Issue
SWG904037,Swiggy app is not working properly. Keeps showing error messages.,App Technical Issue
SWG346120,Food packaging was not sealed properly and looked contaminated.,Unhygienic Packaging
SWG167187,Location issue during delivery. Executive was completely lost.,Delivery Location Issue
SWG840680,App freezes every time I try to add items to cart.,App Technical Issue
SWG464211,Consistently late deliveries from this restaurant. Need to improve timing.,Late Delivery
SWG857826,Discount coupon not working for eligible restaurants.,Coupon/Offer Issue
SWG510154,Wrong food delivered. The order doesn't match what I selected.,Incorrect Order
SWG659104,Charged extra amount than the order total. Billing discrepancy.,Payment Issue
SWG586144,Wrong refund amount credited. Need to get the correct amount back. Please ensure this doesn't happen again.,Refund Issue
SWG727203,Support team is not resolving my complaint properly.,Professional Support Agent
SWG519902,Restaurant cancelled my order at the last minute without proper reason. This is not what I expected from Swiggy.,Order Cancellation
SWG841935,Very poor service quality. Payment option not working properly during checkout process.,Payment Issue
SWG822689,Please resolve this issue immediately. Delivery boy was very rude and unprofessional during delivery. I hope this gets resolved soon.,Delivery Executive Issue
SWG563581,Completely wrong order delivered. None of the items match my order.,Incorrect Order
SWG623460,Received food in damaged packaging. Very unhygienic condition.,Unhygienic Packaging
SWG938108,Offer not applied correctly during checkout process.,Coupon/Offer Issue
SWG152557,Offer not applied correctly during checkout process.,Coupon/Offer Issue
SWG461675,Completely wrong order delivered. None of the items match my order.,Incorrect Order
SWG919370,App is crashing repeatedly during order placement.,App Technical Issue
SWG929029,Please resolve this issue immediately. Restaurant is not responding to calls regarding order modification.,Non-Responsive Restaurant
SWG575804,This is very frustrating. Support team is not resolving my complaint properly. This is really disappointing.,Professional Support Agent
SWG213000,Very poor service quality. The order tracking status keeps fluctuating between different stages. I want a proper explanation for this.,Inconsistent Order Status
SWG156964,The restaurant sent wrong items. Ordered Chinese but received South Indian. This needs immediate attention.,Incorrect Order
SWG299903,Restaurant not picking up calls for order clarification.,Non-Responsive Restaurant
SWG102429,Valid coupon code showing as expired or invalid. This is really disappointing.,Coupon/Offer Issue
SWG660134,Support team keeps giving generic responses without solving the issue.,Professional Support Agent
SWG492975,App freezes every time I try to add items to cart.,App Technical Issue
SWG547232,App is crashing repeatedly during order placement. Please improve your service quality.,App Technical Issue
SWG512744,Delivery address was incorrect in the system despite entering correctly. This is really disappointing.,Delivery Location Issue
SWG442589,This is unacceptable. Cannot track my order at all. The tracking page is blank.,Tracking Issue
SWG448884,Unhygienic packaging with visible dirt and poor handling.,Unhygienic Packaging
